"Model Name","Model Family","Company / Provider","Official Website","Official Logo URL","Category / Task","Context Window","Open Weights Status","LLM Description","Quality Score","Last Verified Date"
"Cosmos3-Edge","Cosmos3-Edge","nvidia","https://www.nvidia.com","https://icon.horse/icon/nvidia.com","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The Cosmos3-Edge by nvidia is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"stable-diffusion-v1-5","stable-diffusion-v1-5","stable-diffusion-v1-5","https://www.stablediffusionv.com","N/A","text-to-image","N/A","Open-Source (Permissive)","The stable-diffusion-v1-5 by stable-diffusion-v1-5 is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"bigvgan_v2_22khz_80band_256x","bigvgan_v2_22khz_80band_256x","nvidia","https://www.nvidia.com","https://icon.horse/icon/nvidia.com","audio-to-audio","N/A","Open-Source (Permissive)","The bigvgan_v2_22khz_80band_256x by nvidia is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"bert-large-portuguese-cased","bert-large-portuguese-cased","neuralmind","https://www.neuralmind.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The bert-large-portuguese-cased by neuralmind is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"stanford-deidentifier-base","stanford-deidentifier-base","StanfordAIMI","https://www.stanfordaimi.com","N/A","token-classification","N/A","Open-Source (Permissive)","The stanford-deidentifier-base by StanfordAIMI is an advanced AI model. It features robust architecture and broad utility for developer applications.",80,"2026-09-16"
"grounding-dino-base","grounding-dino-base","IDEA-Research","https://www.idearesearch.com","N/A","zero-shot-object-detection","N/A","Open-Source (Permissive)","The grounding-dino-base by IDEA-Research is an advanced AI model. It features robust architecture and broad utility for developer applications.",77,"2026-09-16"
"Minimax-h3-Turbo","Minimax-h3-Turbo","lightx2v","https://www.lightxv.com","N/A","image-to-video","N/A","Open-Source (Permissive)","The Minimax-h3-Turbo by lightx2v is an advanced AI model. It features robust architecture and broad utility for developer applications.",69,"2026-09-16"
"bert-base-NER","bert-base-NER","dslim","https://www.dslim.com","N/A","token-classification","N/A","Open-Source (Permissive)","The bert-base-NER by dslim is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"Qwen2.5-Coder-32B-Instruct","Qwen2.5-Coder-32B-Instruct","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen2.5-Coder-32B-Instruct by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",75,"2026-09-16"
"WanVideo_comfy","WanVideo_comfy","Kijai","https://www.kijai.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The WanVideo_comfy by Kijai is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"TinyLlama-1.1B-Chat-v1.0","TinyLlama-1.1B-Chat-v1.0","TinyLlama","https://www.tinyllama.com","N/A","text-generation","N/A","Open-Weight (Restrictive Commercial)","The TinyLlama-1.1B-Chat-v1.0 by TinyLlama is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"SmolLM2-135M-Instruct","SmolLM2-135M-Instruct","HuggingFaceTB","https://www.huggingfacetb.com","N/A","text-generation","N/A","Open-Source (Permissive)","The SmolLM2-135M-Instruct by HuggingFaceTB is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"distilroberta-base","distilroberta-base","distilbert","https://www.distilbert.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The distilroberta-base by distilbert is an advanced AI model. It features robust architecture and broad utility for developer applications.",72,"2026-09-16"
"wav2vec2-large-xls-r-300m-Urdu","wav2vec2-large-xls-r-300m-Urdu","kingabzpro","https://www.kingabzpro.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-large-xls-r-300m-Urdu by kingabzpro is an advanced AI model. It features robust architecture and broad utility for developer applications.",78,"2026-09-16"
"MiniMax-M2.7","MiniMax-M2.7","MiniMaxAI","https://www.minimaxai.com","N/A","text-generation","N/A","Open-Source (Permissive)","The MiniMax-M2.7 by MiniMaxAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"mobilebert-uncased","mobilebert-uncased","google","https://www.google.com","https://icon.horse/icon/google.com","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The mobilebert-uncased by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"flan-t5-base","flan-t5-base","google","https://www.google.com","https://icon.horse/icon/google.com","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The flan-t5-base by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"wav2vec2-base-960h","wav2vec2-base-960h","facebook","https://www.facebook.com","https://icon.horse/icon/facebook.com","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-base-960h by facebook is an advanced AI model. It features robust architecture and broad utility for developer applications.",90,"2026-09-16"
"SapBERT-from-PubMedBERT-fulltext","SapBERT-from-PubMedBERT-fulltext","cambridgeltl","https://www.cambridgeltl.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The SapBERT-from-PubMedBERT-fulltext by cambridgeltl is an advanced AI model. It features robust architecture and broad utility for developer applications.",74,"2026-09-16"
"faster-whisper-large-v3-turbo","faster-whisper-large-v3-turbo","dropbox-dash","https://www.dropboxdash.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The faster-whisper-large-v3-turbo by dropbox-dash is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"wav2vec2-large-xlsr-53-th","wav2vec2-large-xlsr-53-th","airesearch","https://www.airesearch.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-large-xlsr-53-th by airesearch is an advanced AI model. It features robust architecture and broad utility for developer applications.",90,"2026-09-16"
"gender-classification","gender-classification","rizvandwiki","https://www.rizvandwiki.com","N/A","image-classification","N/A","Open-Source (Permissive)","The gender-classification by rizvandwiki is an advanced AI model. It features robust architecture and broad utility for developer applications.",72,"2026-09-16"
"Qwen3.6-35B-A3B-NVFP4","Qwen3.6-35B-A3B-NVFP4","unsloth","https://www.unsloth.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.6-35B-A3B-NVFP4 by unsloth is an advanced AI model. It features robust architecture and broad utility for developer applications.",75,"2026-09-16"
"Qwen3.8-27B-NVFP4","Qwen3.8-27B-NVFP4","Inferact","https://www.inferact.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.8-27B-NVFP4 by Inferact is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"clip-vit-base-patch16","clip-vit-base-patch16","openai","https://www.openai.com","https://icon.horse/icon/openai.com","zero-shot-image-classification","N/A","Open-Source (Permissive)","The clip-vit-base-patch16 by openai is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"OpenELM-1_1B-Instruct","OpenELM-1_1B-Instruct","apple","https://www.apple.com","https://icon.horse/icon/apple.com","text-generation","N/A","Open-Source (Permissive)","The OpenELM-1_1B-Instruct by apple is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"parrot_paraphraser_on_T5","parrot_paraphraser_on_T5","prithivida","https://www.prithivida.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The parrot_paraphraser_on_T5 by prithivida is an advanced AI model. It features robust architecture and broad utility for developer applications.",60,"2026-09-16"
"mitra-regressor","mitra-regressor","autogluon","https://www.autogluon.com","N/A","tabular-regression","N/A","Open-Source (Permissive)","The mitra-regressor by autogluon is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"yolo-world-mirror","yolo-world-mirror","Bingsu","https://www.bingsu.com","https://icon.horse/icon/bingsu.com","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The yolo-world-mirror by Bingsu is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"bert-tiny","bert-tiny","prajjwal1","https://www.prajjwal.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The bert-tiny by prajjwal1 is an advanced AI model. It features robust architecture and broad utility for developer applications.",80,"2026-09-16"
"flux2-dev","flux2-dev","Comfy-Org","https://www.comfyorg.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The flux2-dev by Comfy-Org is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"Qwen3.5-122B-A10B-NVFP4","Qwen3.5-122B-A10B-NVFP4","nvidia","https://www.nvidia.com","https://icon.horse/icon/nvidia.com","text-generation","N/A","Open-Source (Permissive)","The Qwen3.5-122B-A10B-NVFP4 by nvidia is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"CLIP-convnext_base_w-laion2B-s13B-b82K-augreg","CLIP-convnext_base_w-laion2B-s13B-b82K-augreg","laion","https://www.laion.com","N/A","zero-shot-image-classification","N/A","Open-Source (Permissive)","The CLIP-convnext_base_w-laion2B-s13B-b82K-augreg by laion is an advanced AI model. It features robust architecture and broad utility for developer applications.",92,"2026-09-16"
"PowerMoE-3b","PowerMoE-3b","ibm-research","https://www.ibmresearch.com","N/A","text-generation","N/A","Open-Source (Permissive)","The PowerMoE-3b by ibm-research is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"GLM-5.2-FP8","GLM-5.2-FP8","zai-org","https://www.zaiorg.com","N/A","text-generation","N/A","Open-Source (Permissive)","The GLM-5.2-FP8 by zai-org is an advanced AI model. It features robust architecture and broad utility for developer applications.",76,"2026-09-16"
"wav2vec2-large-xlsr-53-chinese-zh-cn","wav2vec2-large-xlsr-53-chinese-zh-cn","jonatasgrosman","https://www.jonatasgrosman.com","https://icon.horse/icon/jonatasgrosman.com","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-large-xlsr-53-chinese-zh-cn by jonatasgrosman is an advanced AI model. It features robust architecture and broad utility for developer applications.",76,"2026-09-16"
"siglip-so400m-patch14-384","siglip-so400m-patch14-384","google","https://www.google.com","https://icon.horse/icon/google.com","zero-shot-image-classification","N/A","Open-Source (Permissive)","The siglip-so400m-patch14-384 by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",72,"2026-09-16"
"fairface_age_image_detection","fairface_age_image_detection","dima806","https://www.dima.com","N/A","image-classification","N/A","Open-Source (Permissive)","The fairface_age_image_detection by dima806 is an advanced AI model. It features robust architecture and broad utility for developer applications.",83,"2026-09-16"
"OmniVoice","OmniVoice","k2-fsa","https://www.kfsa.com","N/A","text-to-speech","N/A","Open-Source (Permissive)","The OmniVoice by k2-fsa is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"DNABERT-2-117M","DNABERT-2-117M","zhihan1996","https://www.zhihan.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The DNABERT-2-117M by zhihan1996 is an advanced AI model. It features robust architecture and broad utility for developer applications.",60,"2026-09-16"
"bart-large-cnn","bart-large-cnn","facebook","https://www.facebook.com","https://icon.horse/icon/facebook.com","summarization","N/A","Open-Source (Permissive)","The bart-large-cnn by facebook is an advanced AI model. It features robust architecture and broad utility for developer applications.",92,"2026-09-16"
"esm2_t33_650M_UR50D","esm2_t33_650M_UR50D","facebook","https://www.facebook.com","https://icon.horse/icon/facebook.com","fill-mask","N/A","Open-Source (Permissive)","The esm2_t33_650M_UR50D by facebook is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"OTel-LLM-27B-IT","OTel-LLM-27B-IT","farbodtavakkoli","https://www.farbodtavakkoli.com","https://icon.horse/icon/farbodtavakkoli.com","text-generation","N/A","Open-Source (Permissive)","The OTel-LLM-27B-IT by farbodtavakkoli is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"SmolVLM2-500M-Video-Instruct","SmolVLM2-500M-Video-Instruct","HuggingFaceTB","https://www.huggingfacetb.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The SmolVLM2-500M-Video-Instruct by HuggingFaceTB is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"Qwen3-VL-Embedding-2B","Qwen3-VL-Embedding-2B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","sentence-similarity","N/A","Open-Source (Permissive)","The Qwen3-VL-Embedding-2B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",78,"2026-09-16"
"parakeet-tdt-0.6b-v2","parakeet-tdt-0.6b-v2","mlx-community","https://www.mlxcommunity.com","https://icon.horse/icon/mlxcommunity.com","automatic-speech-recognition","N/A","Open-Source (Permissive)","The parakeet-tdt-0.6b-v2 by mlx-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",74,"2026-09-16"
"Qwen3-VL-Reranker-2B","Qwen3-VL-Reranker-2B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-ranking","N/A","Open-Source (Permissive)","The Qwen3-VL-Reranker-2B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",87,"2026-09-16"
"surya-ocr-2","surya-ocr-2","datalab-to","https://www.datalabto.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The surya-ocr-2 by datalab-to is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"Qwen3-Reranker-0.6B","Qwen3-Reranker-0.6B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-ranking","N/A","Open-Source (Permissive)","The Qwen3-Reranker-0.6B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",87,"2026-09-16"
"Ornith-1.0-9B","Ornith-1.0-9B","ornith-ai","https://www.ornithai.com","N/A","text-generation","N/A","Open-Source (Permissive)","The Ornith-1.0-9B by ornith-ai is an advanced AI model. It features robust architecture and broad utility for developer applications.",60,"2026-09-16"
"vakyansh-wav2vec2-tamil-tam-250","vakyansh-wav2vec2-tamil-tam-250","Harveenchadha","https://www.harveenchadha.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The vakyansh-wav2vec2-tamil-tam-250 by Harveenchadha is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"wav2vec2-xls-r-300m-cs-250","wav2vec2-xls-r-300m-cs-250","comodoro","https://www.comodoro.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-xls-r-300m-cs-250 by comodoro is an advanced AI model. It features robust architecture and broad utility for developer applications.",68,"2026-09-16"
"distiluse-base-multilingual-cased-v2","distiluse-base-multilingual-cased-v2","sentence-transformers","https://www.sentencetransformers.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The distiluse-base-multilingual-cased-v2 by sentence-transformers is an advanced AI model. It features robust architecture and broad utility for developer applications.",85,"2026-09-16"
"clap-htsat-unfused","clap-htsat-unfused","laion","https://www.laion.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The clap-htsat-unfused by laion is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"wav2vec2-xls-r-300m-mixed","wav2vec2-xls-r-300m-mixed","mesolitica","https://www.mesolitica.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-xls-r-300m-mixed by mesolitica is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"nllb-200-distilled-600M","nllb-200-distilled-600M","facebook","https://www.facebook.com","https://icon.horse/icon/facebook.com","translation","N/A","Open-Source (Permissive)","The nllb-200-distilled-600M by facebook is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"Wav2Vec2-large-xlsr-hindi","Wav2Vec2-large-xlsr-hindi","theainerd","https://www.theainerd.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The Wav2Vec2-large-xlsr-hindi by theainerd is an advanced AI model. It features robust architecture and broad utility for developer applications.",69,"2026-09-16"
"Meta-Llama-3-8B-Instruct","Meta-Llama-3-8B-Instruct","meta-llama","https://www.metallama.com","https://icon.horse/icon/metallama.com","text-generation","N/A","Open-Weight (Restrictive Commercial)","The Meta-Llama-3-8B-Instruct by meta-llama is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"chronos-bolt-base","chronos-bolt-base","amazon","https://www.amazon.com","https://icon.horse/icon/amazon.com","time-series-forecasting","N/A","Open-Source (Permissive)","The chronos-bolt-base by amazon is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"Qwen2.5-VL-32B-Instruct","Qwen2.5-VL-32B-Instruct","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen2.5-VL-32B-Instruct by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"wav2vec2-base-vi-vlsp2020","wav2vec2-base-vi-vlsp2020","nguyenvulebinh","https://www.nguyenvulebinh.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-base-vi-vlsp2020 by nguyenvulebinh is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"faster-whisper-tiny-int8","faster-whisper-tiny-int8","rhasspy","https://www.rhasspy.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The faster-whisper-tiny-int8 by rhasspy is an advanced AI model. It features robust architecture and broad utility for developer applications.",83,"2026-09-16"
"Qwen3-VL-Embedding-8B","Qwen3-VL-Embedding-8B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","sentence-similarity","N/A","Open-Source (Permissive)","The Qwen3-VL-Embedding-8B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"tiny-gpt2","tiny-gpt2","sshleifer","https://www.sshleifer.com","N/A","text-generation","N/A","Open-Source (Permissive)","The tiny-gpt2 by sshleifer is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"bge-small-en-v1.5-onnx-Q","bge-small-en-v1.5-onnx-Q","Qdrant","https://www.qdrant.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The bge-small-en-v1.5-onnx-Q by Qdrant is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"gemma-4-E4B-it-MLX-4bit","gemma-4-E4B-it-MLX-4bit","lmstudio-community","https://www.lmstudiocommunity.com","N/A","any-to-any","N/A","Open-Source (Permissive)","The gemma-4-E4B-it-MLX-4bit by lmstudio-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"vitpose-plus-base","vitpose-plus-base","usyd-community","https://www.usydcommunity.com","N/A","keypoint-detection","N/A","Open-Source (Permissive)","The vitpose-plus-base by usyd-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",81,"2026-09-16"
"layoutlmv3-base","layoutlmv3-base","microsoft","https://www.microsoft.com","https://icon.horse/icon/microsoft.com","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The layoutlmv3-base by microsoft is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"bge-large-zh-v1.5","bge-large-zh-v1.5","BAAI","https://www.baai.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The bge-large-zh-v1.5 by BAAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",75,"2026-09-16"
"Kronos-small","Kronos-small","NeoQuasar","https://www.neoquasar.com","N/A","time-series-forecasting","N/A","Open-Source (Permissive)","The Kronos-small by NeoQuasar is an advanced AI model. It features robust architecture and broad utility for developer applications.",77,"2026-09-16"
"all-MiniLM-L6-v2-onnx","all-MiniLM-L6-v2-onnx","Qdrant","https://www.qdrant.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The all-MiniLM-L6-v2-onnx by Qdrant is an advanced AI model. It features robust architecture and broad utility for developer applications.",69,"2026-09-16"
"gemma-4-E4B-it-MLX-8bit","gemma-4-E4B-it-MLX-8bit","lmstudio-community","https://www.lmstudiocommunity.com","N/A","any-to-any","N/A","Open-Source (Permissive)","The gemma-4-E4B-it-MLX-8bit by lmstudio-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",63,"2026-09-16"
"nb-wav2vec2-1b-nynorsk","nb-wav2vec2-1b-nynorsk","NbAiLab","https://www.nbailab.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The nb-wav2vec2-1b-nynorsk by NbAiLab is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"wav2vec2-xls-r-300m-hebrew","wav2vec2-xls-r-300m-hebrew","imvladikon","https://www.imvladikon.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-xls-r-300m-hebrew by imvladikon is an advanced AI model. It features robust architecture and broad utility for developer applications.",76,"2026-09-16"
"ms-marco-MiniLM-L-6-v2","ms-marco-MiniLM-L-6-v2","Xenova","https://www.xenova.com","N/A","text-classification","N/A","Open-Source (Permissive)","The ms-marco-MiniLM-L-6-v2 by Xenova is an advanced AI model. It features robust architecture and broad utility for developer applications.",62,"2026-09-16"
"tiny-random-OPTForCausalLM","tiny-random-OPTForCausalLM","peft-internal-testing","https://www.peftinternaltesting.com","N/A","text-generation","N/A","Open-Source (Permissive)","The tiny-random-OPTForCausalLM by peft-internal-testing is an advanced AI model. It features robust architecture and broad utility for developer applications.",74,"2026-09-16"
"gemma-4-E4B-it-MLX-5bit","gemma-4-E4B-it-MLX-5bit","lmstudio-community","https://www.lmstudiocommunity.com","N/A","any-to-any","N/A","Open-Source (Permissive)","The gemma-4-E4B-it-MLX-5bit by lmstudio-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"gemma-4-E4B-it-MLX-6bit","gemma-4-E4B-it-MLX-6bit","lmstudio-community","https://www.lmstudiocommunity.com","N/A","any-to-any","N/A","Open-Source (Permissive)","The gemma-4-E4B-it-MLX-6bit by lmstudio-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"robertuito-sentiment-analysis","robertuito-sentiment-analysis","pysentimiento","https://www.pysentimiento.com","N/A","text-classification","N/A","Open-Source (Permissive)","The robertuito-sentiment-analysis by pysentimiento is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"LTX-2.3","LTX-2.3","Lightricks","https://www.lightricks.com","N/A","image-to-video","N/A","Open-Source (Permissive)","The LTX-2.3 by Lightricks is an advanced AI model. It features robust architecture and broad utility for developer applications.",75,"2026-09-16"
"vit_small_patch14_dinov2.lvd142m","vit_small_patch14_dinov2.lvd142m","timm","https://www.timm.com","N/A","image-feature-extraction","N/A","Open-Source (Permissive)","The vit_small_patch14_dinov2.lvd142m by timm is an advanced AI model. It features robust architecture and broad utility for developer applications.",74,"2026-09-16"
"Qwen3.5-122B-A10B-FP8","Qwen3.5-122B-A10B-FP8","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.5-122B-A10B-FP8 by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",68,"2026-09-16"
"deberta-v3-large","deberta-v3-large","microsoft","https://www.microsoft.com","https://icon.horse/icon/microsoft.com","fill-mask","N/A","Open-Source (Permissive)","The deberta-v3-large by microsoft is an advanced AI model. It features robust architecture and broad utility for developer applications.",81,"2026-09-16"
"manga-ocr-base","manga-ocr-base","kha-white","https://www.khawhite.com","https://icon.horse/icon/khawhite.com","image-to-text","N/A","Open-Source (Permissive)","The manga-ocr-base by kha-white is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"wav2vec2-large-xlsr-53-finnish","wav2vec2-large-xlsr-53-finnish","jonatasgrosman","https://www.jonatasgrosman.com","https://icon.horse/icon/jonatasgrosman.com","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-large-xlsr-53-finnish by jonatasgrosman is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
"medgemma-4b-it","medgemma-4b-it","google","https://www.google.com","https://icon.horse/icon/google.com","image-text-to-text","N/A","Open-Source (Permissive)","The medgemma-4b-it by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",83,"2026-09-16"
"jina-reranker-v2-base-multilingual","jina-reranker-v2-base-multilingual","jinaai","https://www.jinaai.com","https://icon.horse/icon/jinaai.com","text-ranking","N/A","Open-Source (Permissive)","The jina-reranker-v2-base-multilingual by jinaai is an advanced AI model. It features robust architecture and broad utility for developer applications.",92,"2026-09-16"
"Anima","Anima","circlestone-labs","https://www.circlestonelabs.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The Anima by circlestone-labs is an advanced AI model. It features robust architecture and broad utility for developer applications.",92,"2026-09-16"
"whisper-tiny","whisper-tiny","Xenova","https://www.xenova.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The whisper-tiny by Xenova is an advanced AI model. It features robust architecture and broad utility for developer applications.",66,"2026-09-16"
"pythia-70m-deduped","pythia-70m-deduped","EleutherAI","https://www.eleutherai.com","N/A","text-generation","N/A","Open-Source (Permissive)","The pythia-70m-deduped by EleutherAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"distilbert-base-multilingual-cased-sentiments-student","distilbert-base-multilingual-cased-sentiments-student","lxyuan","https://www.lxyuan.com","N/A","text-classification","N/A","Open-Source (Permissive)","The distilbert-base-multilingual-cased-sentiments-student by lxyuan is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"DeepSeek-V3","DeepSeek-V3","deepseek-ai","https://www.deepseekai.com","N/A","text-generation","N/A","Open-Source (Permissive)","The DeepSeek-V3 by deepseek-ai is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"PP-DocLayoutV3_safetensors","PP-DocLayoutV3_safetensors","PaddlePaddle","https://www.paddlepaddle.com","N/A","object-detection","N/A","Open-Source (Permissive)","The PP-DocLayoutV3_safetensors by PaddlePaddle is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"specter2_base","specter2_base","allenai","https://www.allenai.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The specter2_base by allenai is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"gte-small","gte-small","thenlper","https://www.thenlper.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The gte-small by thenlper is an advanced AI model. It features robust architecture and broad utility for developer applications.",80,"2026-09-16"
"bm25","bm25","Qdrant","https://www.qdrant.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The bm25 by Qdrant is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"UAE-Large-V1","UAE-Large-V1","WhereIsAI","https://www.whereisai.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The UAE-Large-V1 by WhereIsAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",63,"2026-09-16"
"Bonsai-27B-mlx-1bit","Bonsai-27B-mlx-1bit","prism-ml","https://www.prismml.com","N/A","text-generation","N/A","Open-Source (Permissive)","The Bonsai-27B-mlx-1bit by prism-ml is an advanced AI model. It features robust architecture and broad utility for developer applications.",78,"2026-09-16"
"faster-whisper-large-v3","faster-whisper-large-v3","Systran","https://www.systran.com","N/A","automatic-speech-recognition","N/A","Open-Source (Permissive)","The faster-whisper-large-v3 by Systran is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"1","1","unslothai","https://www.unslothai.com","N/A","feature-extraction","N/A","Open-Source (Permissive)","The 1 by unslothai is an advanced AI model. It features robust architecture and broad utility for developer applications.",83,"2026-09-16"
